t1.node,t2.node,est.net,ci.lower,ci.upper
BAD,BAD,0.240035290214613,0.131032668061328,0.357870937603504
ANX,BAD,0.13352927882501,0.0308416262469146,0.239287512573708
AFR,BAD,0,-0.0257472799362908,0.159080423264565
FAI,BAD,0,-0.0173761865760027,0.165355370658408
GUI,BAD,0,-0.0680565960319963,0.114158158014878
PUN,BAD,0.138357738536195,0.048538925228933,0.228450569655742
CRY,BAD,0,-0.101021736725412,0.0658187010782077
IND,BAD,0.0960391927695068,0.00607877463435152,0.187868741491306
LIB,BAD,0,-0.102959894261109,0.0565400176089026
PHY,BAD,-0.0824572144341508,-0.159844695371952,-0.00716165405530382
IMP,BAD,0,-0.113656153977758,0.0833290451243251
TIR,BAD,0,-0.0378684410357017,0.153110376151297
WOR,BAD,0,-0.184998984574917,0.0406989533773877
ANH,BAD,0,-0.152133548766076,0.0460815214651385
DIS,BAD,0,-0.12555260848465,0.0926538910950673
RES,BAD,0,-0.0267363285603476,0.182641731023728
SUI,BAD,0.10232431546761,0.0176139938308268,0.197516362345981
SAD,BAD,0,-0.0713010389294839,0.160575469670245
APP,BAD,0,-0.115936169922912,0.0600028634769949
CON,BAD,0,-0.130167985488598,0.0750518494051261
SLE,BAD,0,-0.07630035346957,0.0967405907444552
TREAT,BAD,0,-0.277424358579905,0.0300384171960609
BAD,ANX,0,-0.0172524551719067,0.218934387365194
ANX,ANX,0.240039864005915,0.133353099167041,0.350240375431926
AFR,ANX,0,-0.0337334162966074,0.158606256024785
FAI,ANX,0,-0.0550977534098179,0.135081354323496
GUI,ANX,0,-0.100647697227738,0.0893352355015535
PUN,ANX,0,-0.103999369100612,0.0832806403651269
CRY,ANX,0.118937808049589,0.0350354292080539,0.208696200970828
IND,ANX,0.128241729695776,0.0343587990349047,0.223550628435743
LIB,ANX,0,-0.0566031447340115,0.109416549182494
PHY,ANX,0,-0.149343907334323,0.00957042250694813
IMP,ANX,0,-0.0668042999962535,0.138195565990626
TIR,ANX,0,-0.142062953288541,0.0568317980042684
WOR,ANX,0,-0.183300337792672,0.0516577696078376
ANH,ANX,0,-0.199633423011006,0.00665643702623978
DIS,ANX,0,-0.155173026708305,0.0719734518188355
RES,ANX,0.196833601340349,0.0929557120356597,0.310888426674912
SUI,ANX,0,-0.003578080104369,0.183787874651864
SAD,ANX,0,-0.0970128306459279,0.144317015679249
APP,ANX,0,-0.0969074891146995,0.0862168565174077
CON,ANX,0,-0.195117679096903,0.0185155797116936
SLE,ANX,0,-0.0590107835899113,0.1210803073252
TREAT,ANX,-0.0868194676698723,-0.33567167252361,-0.0155943811511955
BAD,AFR,0,-0.108258625568921,0.128542278973164
ANX,AFR,0,-0.0988688005072945,0.118668103763414
AFR,AFR,0.310497631218687,0.21462773688341,0.407462421669249
FAI,AFR,0,-0.0864625738815058,0.10421821012536
GUI,AFR,0,-0.0143685097356314,0.176129206615772
PUN,AFR,0,-0.0153599585302149,0.172417475870809
CRY,AFR,0,-0.0752423684715297,0.0988616647736203
IND,AFR,0.108031888648902,0.0131421993274222,0.202888208053931
LIB,AFR,0,-0.116888992415962,0.0496353628312651
PHY,AFR,0,-0.15629348004143,0.00312416295631898
IMP,AFR,0,-0.113227168068508,0.0923375987330734
TIR,AFR,0,-0.0842773156062357,0.115236119655473
WOR,AFR,0,-0.0614055406576099,0.174211794124738
ANH,AFR,0,-0.0743766779457695,0.132474971653091
DIS,AFR,0,-0.136932794705256,0.0908376476387964
RES,AFR,0,-0.0225814956458019,0.196011751610983
SUI,AFR,0,-0.0410543848522938,0.146932790923561
SAD,AFR,0,-0.142499466244543,0.0994703183803738
APP,AFR,0,-0.134071274392927,0.0495810733969594
CON,AFR,0,-0.153184181983412,0.0609894646079879
SLE,AFR,0,-0.0616079878841428,0.118983512735193
TREAT,AFR,0,-0.262630933399849,0.0588795405570065
BAD,FAI,0,-0.0715695714212431,0.154479587639403
ANX,FAI,0,-0.123635534830767,0.083965340504497
AFR,FAI,0.102894771884734,0.0112802439159276,0.195333495254533
FAI,FAI,0.341029459964866,0.252154446729028,0.434028753679762
GUI,FAI,0,-0.0627349564745432,0.11920729578101
PUN,FAI,0.14289819510602,0.0524066598411055,0.231505916737537
CRY,FAI,0,-0.15343125293826,0.0127040900348883
IND,FAI,0,-0.0360754577544693,0.144899466021842
LIB,FAI,0,-0.0851483809207258,0.0736078546514155
PHY,FAI,-0.0800570154351212,-0.15646055156537,-0.00445638756178503
IMP,FAI,0,-0.159533255254901,0.036656020010121
TIR,FAI,0,-0.154200374444895,0.0361658348101138
WOR,FAI,0,-0.134632457519203,0.0902454618030999
ANH,FAI,0,-0.0415631978705705,0.155879651504079
DIS,FAI,0,-0.115978988854088,0.101431887917667
RES,FAI,0,-0.0520329761472153,0.156685905120937
SUI,FAI,0,-0.0720577610373264,0.107271607241656
SAD,FAI,0.159895881813879,0.0460982770840296,0.27706126656607
APP,FAI,0,-0.0902111144459174,0.0850317608887907
CON,FAI,0,-0.168513050132632,0.0359429729816866
SLE,FAI,0,-0.0427838359586838,0.129573309449967
TREAT,FAI,0,-0.278537672044401,0.0271343411878995
BAD,GUI,0.183029086550748,0.0661659782586661,0.305703336491095
ANX,GUI,0,-0.0704323861065875,0.149591111599145
AFR,GUI,0,-0.139108627076567,0.0559852539265555
FAI,GUI,0,-0.00966947930039899,0.183199487044311
GUI,GUI,0.200047751711466,0.105688285157707,0.298455068509343
PUN,GUI,0.110676879357376,0.0155937286050373,0.205429967183536
CRY,GUI,0,-0.0530972280424263,0.123045099366674
IND,GUI,0.139796169120219,0.044885910377211,0.236727336091002
LIB,GUI,0,-0.161121222905838,0.0071187518134893
PHY,GUI,-0.114093578431585,-0.195791603448808,-0.0347172512574023
IMP,GUI,0,-0.0774680903584118,0.130317227896649
TIR,GUI,0,-0.0680937190639195,0.133687266707737
WOR,GUI,0,-0.118246734421181,0.120062268688566
ANH,GUI,0,-0.125401683728044,0.0838394994037699
DIS,GUI,0,-0.0402876670974235,0.190112225911748
RES,GUI,0,-0.0218848832118839,0.199256150750968
SUI,GUI,0,-0.121960866999098,0.0680751961993017
SAD,GUI,-0.135510530318878,-0.260002232450816,-0.0152791218781588
APP,GUI,0,-0.135890594809228,0.0498109162356876
CON,GUI,0,-0.118639797339832,0.0980142971807982
SLE,GUI,0,-0.0996318556326577,0.0830159266714078
TREAT,GUI,0,-0.145488905704303,0.178415837822564
BAD,PUN,0,-0.105551158831731,0.125229157843435
ANX,PUN,0,-0.0485879122324447,0.163344866590463
AFR,PUN,0,-0.0248655395866984,0.163035391898676
FAI,PUN,0,-0.0283527314276447,0.1574479648854
GUI,PUN,0,-0.0315129577247066,0.154222345500811
PUN,PUN,0.433577392005535,0.347188778846868,0.529817596668951
CRY,PUN,0,-0.0291339170647312,0.140602353513841
IND,PUN,0,-0.109810909124804,0.0748973217609595
LIB,PUN,0,-0.151917982400408,0.010143137449729
PHY,PUN,0,-0.10191593657209,0.0532748747061234
IMP,PUN,0,-0.184442903087305,0.0158576247821286
TIR,PUN,0,-0.0661117787148928,0.128272375572929
WOR,PUN,0,-0.128525043575075,0.101048872575135
ANH,PUN,0,-0.0489693566429635,0.152589342926122
DIS,PUN,0,-0.0759265592089654,0.146015896945252
RES,PUN,0,-0.148994441843335,0.0640155567324592
SUI,PUN,0,-0.0556353177282053,0.127447439218348
SAD,PUN,0,-0.173528562197459,0.0622708365616113
APP,PUN,0.0883600258149728,0.000790703196151557,0.179621605958428
CON,PUN,0,-0.0493784535868126,0.15933758209953
SLE,PUN,0,-0.119611530499922,0.0563371541676845
TREAT,PUN,0,-0.207284678036976,0.10497598769321
BAD,CRY,0,-0.179877319155429,0.0576644499171393
ANX,CRY,0,-0.15733179263145,0.0608485284428896
AFR,CRY,0.131052907396529,0.0336231200778175,0.227069768958311
FAI,CRY,0,-0.0363935027537979,0.154840212487608
GUI,CRY,-0.124452020506049,-0.21940437960378,-0.0283927723721825
PUN,CRY,0,-0.0340424467603699,0.154306651372924
CRY,CRY,0.325077825483287,0.241450889921881,0.416194620592017
IND,CRY,0.145959651873279,0.0497593708047764,0.240030512581126
LIB,CRY,0,-0.132645488296524,0.0343776605146244
PHY,CRY,0,-0.14387722643004,0.015962772135524
IMP,CRY,0,-0.0412136081287413,0.164941692701115
TIR,CRY,0,-0.0556417367166427,0.144481662258855
WOR,CRY,0,-0.133873176793684,0.102469608505766
ANH,CRY,0,-0.0516902884492234,0.155784335186156
DIS,CRY,0,-0.0850439690689803,0.143431827642887
RES,CRY,0,-0.034596603447432,0.184689019214112
SUI,CRY,0,-0.131600864645852,0.0569825355894976
SAD,CRY,0,-0.179198794325003,0.0635149815877043
APP,CRY,0,-0.107277148787301,0.0769249700884845
CON,CRY,0,-0.0892001983497076,0.125637974253784
SLE,CRY,0,-0.00730806586004827,0.173842366233536
TREAT,CRY,0,-0.301171991950171,0.0210583692875971
BAD,IND,0.13759684483646,0.0262870655417777,0.251307919556949
ANX,IND,0,-0.0718214583690535,0.134927995332971
AFR,IND,0,-0.00835308947708306,0.174953866677875
FAI,IND,0,-0.0798627136248431,0.101405681100789
GUI,IND,0,-0.128545538401398,0.0525556357081205
PUN,IND,0,-0.0194897392031552,0.158970908330163
CRY,IND,0,-0.0615249618995039,0.1039834334679
IND,IND,0.365910021106903,0.275774149304425,0.45614822224312
LIB,IND,0,-0.0667919864310035,0.0914338447851891
PHY,IND,-0.115379598167325,-0.191451819380211,-0.0400147862374053
IMP,IND,0,-0.0458193046511138,0.149538194299413
TIR,IND,0,-0.188063516170666,0.00158385935293946
WOR,IND,0,-0.151096946673799,0.0728599500519213
ANH,IND,0,-0.112819310393686,0.0837858376299476
DIS,IND,0,-0.0461480825832669,0.170358864852349
RES,IND,0,-0.0591040765745031,0.148708438163235
SUI,IND,0.121432893830541,0.0371299886044405,0.215749841015357
SAD,IND,0,-0.205507312423404,0.024535263844812
APP,IND,0,-0.0536092095059957,0.120930037125265
CON,IND,0,-0.105332573367028,0.0982533835279364
SLE,IND,0,-0.0263882394182278,0.145257737918723
TREAT,IND,-0.0767167643382949,-0.306936560078323,-0.00178162206884011
BAD,LIB,0,-0.122702460513364,0.115205731056299
ANX,LIB,0,-0.189552509679056,0.0282527183813716
AFR,LIB,0,-0.126732636186311,0.066368227796657
FAI,LIB,0,-0.0379338741938701,0.153087079822073
GUI,LIB,0,-0.152888587412367,0.0380013639769004
PUN,LIB,0,-0.119540048904754,0.0685533818750499
CRY,LIB,0,-0.00978084491030798,0.164702205297393
IND,LIB,0,-0.173851432915281,0.0159726439826206
LIB,LIB,0.478740899213324,0.398559041885019,0.565045495722507
PHY,LIB,0,-0.153024893445052,0.00659300938243847
IMP,LIB,0,-0.112921611535063,0.0931620903655594
TIR,LIB,0.10581017833962,0.00749598414611027,0.207235293521332
WOR,LIB,0,-0.0443930770497965,0.191483509622623
ANH,LIB,0,-0.128594320456475,0.078525228760181
DIS,LIB,0,-0.158995711827329,0.0692020101084668
RES,LIB,0,-0.0514977762171985,0.167476131626741
SUI,LIB,0.0928749006151775,0.00282407790035873,0.191581222058439
SAD,LIB,0,-0.144022091589235,0.0983905034491268
APP,LIB,0,-0.105466046246499,0.0784535455153928
CON,LIB,0,-0.0971184566167621,0.11748157839072
SLE,LIB,0,-0.0451127508257436,0.135735921204936
TREAT,LIB,0,-0.199044889884607,0.121448901039394
BAD,PHY,0,-0.0798527576719339,0.166478927708671
ANX,PHY,0,-0.113606948925929,0.112386423450792
AFR,PHY,0,-0.0821884972261956,0.118228425751619
FAI,PHY,0,-0.0604172287122282,0.13796555417487
GUI,PHY,0,-0.161258580433117,0.0367808868363782
PUN,PHY,0,-0.0595262988788832,0.135636113313311
CRY,PHY,0,-0.133411211626391,0.0474822247345039
IND,PHY,0,-0.048732677184647,0.148333532242311
LIB,PHY,0,-0.132856575405186,0.0401403864080872
PHY,PHY,0.434467817107294,0.355849571952338,0.521337759782438
IMP,PHY,0,-0.0490827126251877,0.164510145550569
TIR,PHY,0,-0.07904622175173,0.128417853363329
WOR,PHY,0,-0.0775929995933888,0.167326395834305
ANH,PHY,0,-0.129593800828985,0.0855978594810299
DIS,PHY,0,-0.208936565882905,0.0277064724910282
RES,PHY,0,-0.185446155521933,0.0416676742148824
SUI,PHY,0,-0.0602231373277734,0.135168209401439
SAD,PHY,0,-0.189377305378627,0.061975915314399
APP,PHY,0,-0.137924019462995,0.0529104862103514
CON,PHY,0,-0.116346095036222,0.106227341826991
SLE,PHY,0,-0.161776333033475,0.026081010463647
TREAT,PHY,0,-0.295132878157305,0.0391494574372306
BAD,IMP,0,-0.119371473468515,0.143333097432363
ANX,IMP,0,-0.0594303841006014,0.181837109575098
AFR,IMP,0,-0.0886465308799134,0.125291176310794
FAI,IMP,0,-0.0361037932919915,0.17534836873683
GUI,IMP,0,-0.166471887945563,0.0443703206255437
PUN,IMP,0,-0.0781441516149406,0.13003005401795
CRY,IMP,0,-0.097766554742429,0.095359149952714
IND,IMP,0,-0.115016140479353,0.0952657366373584
LIB,IMP,0,-0.127747074566723,0.0566204254269673
PHY,IMP,-0.147701162310843,-0.237243766575161,-0.0606552652104981
IMP,IMP,0.267207486281446,0.156640804174813,0.384531191922207
TIR,IMP,0,-0.0462557571689665,0.174754426064384
WOR,IMP,0,-0.133463612951364,0.127750607950404
ANH,IMP,0,-0.207623373766856,0.0218320375671212
DIS,IMP,0,-0.210909870557843,0.0416572371147017
RES,IMP,0,-0.0670872822943589,0.175243400267859
SUI,IMP,0.115690368190068,0.0171131441171113,0.225101784449389
SAD,IMP,0,-0.167785976066936,0.100642977073696
APP,IMP,0,-0.0730352428957189,0.130533626228389
CON,IMP,0,-0.201830680907409,0.035723420655074
SLE,IMP,0,-0.0992169376739232,0.101081649932854
TREAT,IMP,-0.130196415016743,-0.440726192332126,-0.0860144327969221
BAD,TIR,0,-0.0853609255397347,0.153468155179369
ANX,TIR,-0.115813562625106,-0.224921988502738,-0.00555262481714827
AFR,TIR,0,-0.0235718611595911,0.170937241271145
FAI,TIR,0,-0.158472326986389,0.0337358680841515
GUI,TIR,0,-0.047721654652779,0.143975262047605
PUN,TIR,0,-0.00301186397197979,0.18629828487638
CRY,TIR,0,-0.0171645874645221,0.158431107943778
IND,TIR,0,-0.0919199039010839,0.0992992189128489
LIB,TIR,0,-0.0612939590993296,0.106441268289783
PHY,TIR,0,-0.132010649014821,0.0286089032132854
IMP,TIR,0,-0.0869586747836286,0.120412167034788
TIR,TIR,0.259619463273578,0.159801284044017,0.360778096324461
WOR,TIR,0,-0.101349848747296,0.136128284257614
ANH,TIR,0,-0.0727810095768663,0.135829611436821
DIS,TIR,0,-0.149897364783648,0.0797137772188578
RES,TIR,0.136437819761399,0.0281089607611461,0.248404278521319
SUI,TIR,0,-0.0549551944037553,0.134297880282253
SAD,TIR,0,-0.162011243799672,0.0820179375523209
APP,TIR,0,-0.071071179720378,0.114025718483359
CON,TIR,0,-0.125111783586949,0.0909138916068504
SLE,TIR,0.151230807201157,0.0613670003474661,0.243465038009374
TREAT,TIR,0,-0.249458146666629,0.0734535018952325
BAD,WOR,0,-0.00897934230603624,0.219931555665234
ANX,WOR,0,-0.0255755779417398,0.184745577745418
AFR,WOR,0,-0.0390724660724659,0.147418291699227
FAI,WOR,0,-0.0838747081365422,0.100510676123359
GUI,WOR,0,-0.107354643049342,0.0767979906796906
PUN,WOR,0,-0.0418204262413009,0.139782753889742
CRY,WOR,0,-0.0110270340121911,0.157340993695288
IND,WOR,0.106716989996261,0.0154961503436806,0.198979570816301
LIB,WOR,-0.0920012971066862,-0.173098399148144,-0.0120049232358268
PHY,WOR,-0.090951183100586,-0.168738443930737,-0.0145864848337803
IMP,WOR,0,-0.0150586181810134,0.183743341898516
TIR,WOR,0,-0.0629905093011823,0.129862953548439
WOR,WOR,0.148805750457216,0.0353932451746576,0.263142514978437
ANH,WOR,0,-0.135790755646561,0.0641832831386698
DIS,WOR,0,-0.115345486583089,0.104855520403936
RES,WOR,0.147512029149279,0.045536346892748,0.256910249702789
SUI,WOR,0,-0.0524909378135983,0.129310704406235
SAD,WOR,0,-0.0305770462496368,0.20335645469332
APP,WOR,0,-0.080639226648694,0.0969254936593077
CON,WOR,-0.151494487962926,-0.256672286861611,-0.049618889266337
SLE,WOR,0,-0.0742949186925356,0.100311010313525
TREAT,WOR,0,-0.255999560700509,0.0552044565269556
BAD,ANH,0,-0.143548331346925,0.0934913065357788
ANX,ANH,0,-0.0983888118240913,0.119305826444926
AFR,ANH,0,-0.00525924627790204,0.187788039272696
FAI,ANH,0,-0.0208331653494471,0.170022784087377
GUI,ANH,0,-0.059632609574521,0.130660081738571
PUN,ANH,0,-0.0110729662188012,0.176847107306649
CRY,ANH,0,-0.0608223049705922,0.113456192031906
IND,ANH,0,-0.108226350833975,0.0815587401973443
LIB,ANH,0,-0.104944235123703,0.0615948723931253
PHY,ANH,0,-0.134002171413873,0.0254601679829618
IMP,ANH,0,-0.0476968833580162,0.158046723646223
TIR,ANH,0,-0.00231648909952903,0.197179912480218
WOR,ANH,0,-0.144891378090545,0.0908296083757578
ANH,ANH,0.189903292739562,0.0868639935398983,0.293941757004727
DIS,ANH,0,-0.0607413586579342,0.167168279959727
RES,ANH,0.145352610988219,0.040201996772831,0.25887331079109
SUI,ANH,0,-0.0277488336146203,0.160120971441974
SAD,ANH,0,-0.177509626333347,0.0646777433987092
APP,ANH,0,-0.0842095864343264,0.0995340607476198
CON,ANH,0,-0.139196613593162,0.0751829365906669
SLE,ANH,0,-0.0525012420514339,0.128243115566831
TREAT,ANH,-0.0974175594996333,-0.358087334996128,-0.0371877889533883
BAD,DIS,0,-0.107469608076477,0.119970874410944
ANX,DIS,0,-0.182634237407935,0.0262408108904594
AFR,DIS,0,-0.0127470649096422,0.172470891056238
FAI,DIS,0.11245393861568,0.022708811495097,0.205832650174195
GUI,DIS,0,-0.0789201026573758,0.103985626035928
PUN,DIS,0.13800784658968,0.0483424621794947,0.228609096027752
CRY,DIS,0,-0.0858025580424298,0.0814090443996226
IND,DIS,0,-0.067860817515549,0.114251983286221
LIB,DIS,-0.102894965426382,-0.184181254017138,-0.0243377925748942
PHY,DIS,-0.113678811665664,-0.191878349910947,-0.0389153974034059
IMP,DIS,0,-0.050648365054712,0.146732505145788
TIR,DIS,0,-0.0740424007464166,0.117481487398779
WOR,DIS,0,-0.140570781640342,0.0856741218501136
ANH,DIS,0,-0.0917656688165432,0.106879960571597
DIS,DIS,0.289102807478683,0.185774886421831,0.404451359726907
RES,DIS,0.130962668899384,0.0302434286053635,0.240214752621213
SUI,DIS,0,-0.0365874569165481,0.143829137809643
SAD,DIS,0,-0.127804763649669,0.104582465648309
APP,DIS,0,-0.075099747162086,0.101224267565349
CON,DIS,0,-0.0765293809153017,0.129170744115369
SLE,DIS,0,-0.0913619921278585,0.0820562080964922
TREAT,DIS,-0.0782867697887257,-0.313429188804554,-0.00539076723681356
BAD,RES,0,-0.152887400814205,0.0778544074892267
ANX,RES,0,-0.120865281279039,0.091051917141015
AFR,RES,0.100957025427862,0.00804694295607504,0.195962265488298
FAI,RES,0,-0.0574939598086625,0.128309897680317
GUI,RES,0,-0.0899289078382235,0.0953717841935211
PUN,RES,0.10254152329718,0.0110479210254835,0.19397621401942
CRY,RES,0.0929144262592167,0.0106347993531333,0.180314629198727
IND,RES,0,-0.0411626186589493,0.143642648716623
LIB,RES,0,-0.136270653968034,0.0258485570072555
PHY,RES,0,-0.105911869184038,0.0493146654826608
IMP,RES,0,-0.095734989473122,0.10457051443079
TIR,RES,0,-0.0124188641005195,0.181786791209428
WOR,RES,0,-0.10407174520134,0.125386779980605
ANH,RES,0,-0.143975493305047,0.0575605667002068
DIS,RES,0,-0.0792825695986689,0.142578284241812
RES,RES,0.313349619059471,0.215954500745167,0.428788991499111
SUI,RES,0,-0.0174208583554559,0.165476395061927
SAD,RES,0,-0.183954871247707,0.0518024478411448
APP,RES,0,-0.0916305347823727,0.087255731514081
CON,RES,0,-0.05067143897343,0.158003452588604
SLE,RES,0.0866414913472857,0.000677970241992565,0.176627810905694
TREAT,RES,0,-0.250735539457555,0.0616868769734756
BAD,SUI,0,-0.132952474325545,0.0945461210666247
ANX,SUI,0,-0.0793323514220311,0.129425097350006
AFR,SUI,0,-0.0496744664906746,0.135433798970618
FAI,SUI,0,-0.110340807392988,0.072724046167222
GUI,SUI,0,-0.115456585837044,0.0672206524234838
PUN,SUI,0.156494241457109,0.0664322680216492,0.246387615433376
CRY,SUI,0,-0.124744205907078,0.0424852703951372
IND,SUI,0,-0.063144935969016,0.118659863326602
LIB,SUI,0,-0.0694286128823758,0.0898422988264443
PHY,SUI,0,-0.0864353684610684,0.0661895820669768
IMP,SUI,0,-0.0856616501669122,0.111575224060725
TIR,SUI,0,-0.142932836307399,0.0482958268733585
WOR,SUI,0,-0.0886050566090232,0.137434778697143
ANH,SUI,0,-0.0879090039096357,0.110725031889977
DIS,SUI,0,-0.075291927450743,0.143339184220001
RES,SUI,0,-0.0792017737464544,0.130666713274962
SUI,SUI,0.513187574518426,0.449011563760392,0.628284631088234
SAD,SUI,0,-0.112413886737439,0.119971550785417
APP,SUI,0,-0.0773687407600586,0.0987767655760457
CON,SUI,0,-0.132902193926297,0.0728256693363952
SLE,SUI,0,-0.107815878470934,0.0655071651094968
TREAT,SUI,0,-0.262540379594948,0.042378461322395
BAD,SAD,0,-0.0669290374912827,0.168150366330433
ANX,SAD,0,-0.0834728990061245,0.132423299174848
AFR,SAD,0,-0.0934534986515931,0.0980039147968322
FAI,SAD,0,-0.0283820174349317,0.160891250901881
GUI,SAD,0,-0.111240865024369,0.0775061756353713
PUN,SAD,0,-0.0351529016567241,0.151194332820407
CRY,SAD,0,-0.0947658790031265,0.0780681476868405
IND,SAD,0,-0.0923247153040335,0.0958775201750828
LIB,SAD,0,-0.103216971844122,0.0618778324658973
PHY,SAD,-0.0849996766822496,-0.164064935482748,-0.00597541439624989
IMP,SAD,0,-0.0511506657485115,0.152868668076766
TIR,SAD,0,-0.0408994671942421,0.156908564181299
WOR,SAD,0,-0.103548685822943,0.13020828214146
ANH,SAD,0,-0.154739656799431,0.0505873655971358
DIS,SAD,0,-0.133469653525394,0.0925534709632059
RES,SAD,0.158189488448118,0.0524592080976325,0.269440386924878
SUI,SAD,0.14876785652665,0.0613646960258475,0.247566913119564
SAD,SAD,0.213474715287094,0.094607532112059,0.334788966865862
APP,SAD,0,-0.095665738368262,0.0865509896515499
CON,SAD,0,-0.147433301661006,0.0651690227902664
SLE,SAD,0,-0.0670134701468012,0.112233574158172
TREAT,SAD,-0.0984530007202171,-0.35646863741608,-0.0386033922842179
BAD,APP,0,-0.108773478116358,0.139221780987971
ANX,APP,0,-0.0784248168778067,0.149352421796819
AFR,APP,0,-0.0870294382441619,0.114964250320849
FAI,APP,0,-0.110773748001502,0.0889120416480135
GUI,APP,0,-0.134090028253655,0.0650345544477021
PUN,APP,0,-0.0561485321032293,0.140488653355103
CRY,APP,0,-0.140649434416421,0.0416631871693054
IND,APP,0,-0.0859426263068413,0.112654403073982
LIB,APP,-0.127353430093466,-0.214617838645789,-0.0403534443606945
PHY,APP,0,-0.152615612767138,0.0142398739733537
IMP,APP,0,-0.158480914444371,0.0568073695183581
TIR,APP,0,-0.0962379593660754,0.112459212675179
WOR,APP,0,-0.0834305488872656,0.163197214753327
ANH,APP,0,-0.046711705049608,0.169911500871762
DIS,APP,0,-0.127585769388899,0.110873519507382
RES,APP,0,-0.0282658852940286,0.200505845319401
SUI,APP,0,-0.0387526340052434,0.157820093911145
SAD,APP,0,-0.114210258991265,0.139200790462027
APP,APP,0.358267342336179,0.262361292926672,0.454624388620054
CON,APP,0,-0.157453337928491,0.0668402548674178
SLE,APP,0,-0.0246596941991358,0.164457698739754
TREAT,APP,0,-0.104573770125981,0.231191232782663
BAD,CON,0,-0.0343307613675085,0.192283308676422
ANX,CON,0,-0.0287503215120852,0.179312413057226
AFR,CON,0,-0.0390374761796843,0.145493159324675
FAI,CON,0,-0.133244616217752,0.0491357801478082
GUI,CON,0,-0.0454499514508825,0.136478275885709
PUN,CON,0,-0.0885217741499006,0.0911399019695423
CRY,CON,0,-0.0589835964508231,0.10762368293735
IND,CON,0,-0.00955478161778928,0.171877189663201
LIB,CON,0,-0.123939747882927,0.0351538190367943
PHY,CON,0,-0.137673326005011,0.0147137713275096
IMP,CON,0,-0.148142312077655,0.0485845836291706
TIR,CON,0,-0.0663070595904497,0.124352490205292
WOR,CON,0,-0.213971757316501,0.0113598569680843
ANH,CON,0,-0.1057863479368,0.0921305172495613
DIS,CON,0,-0.0740613692679395,0.143808472241561
RES,CON,0.158707856991241,0.057490179834204,0.266494985458862
SUI,CON,0.116102955963463,0.0311722016596393,0.210696908471655
SAD,CON,0,-0.0985508247118664,0.132988626133935
APP,CON,0,-0.0400316386205888,0.135563517073383
CON,CON,0.201122814290367,0.10002451588354,0.304835067894997
SLE,CON,0.118688154420456,0.0341054092106819,0.206870293402204
TREAT,CON,0,-0.215574123276419,0.0906662929230626
BAD,SLE,0.172023314101883,0.0529904690032238,0.294269136263095
ANX,SLE,0,-0.0684357865605012,0.153162241356084
AFR,SLE,0,-0.0892234708427612,0.107298015987634
FAI,SLE,0,-0.143221754729789,0.0510133870167919
GUI,SLE,0.118955702843403,0.0225719659778711,0.216200233105589
PUN,SLE,0,-0.0344559420334873,0.156844276020179
CRY,SLE,0.0895406239082469,0.00259127012515595,0.18002049867233
IND,SLE,0,-0.0465689419798966,0.146678226145401
LIB,SLE,0,-0.155189746295111,0.0143255973815338
PHY,SLE,0,-0.145155696552351,0.0171789058018712
IMP,SLE,0,-0.064319118322617,0.145148413462753
TIR,SLE,0,-0.00869859350992544,0.194367379568173
WOR,SLE,0,-0.143584933033814,0.0963701439453931
ANH,SLE,0,-0.115217283900983,0.0955363685801784
DIS,SLE,0,-0.226647544128391,0.00533732474920993
RES,SLE,0,-0.0375306758439441,0.185044398461161
SUI,SLE,0,-0.0822632414587116,0.109006245507775
SAD,SLE,0,-0.223430335583078,0.0230955382807509
APP,SLE,0,-0.0484035947973933,0.138630574790593
CON,SLE,0,-0.168210388850416,0.0500354707493053
SLE,SLE,0.312646769619601,0.225437317353575,0.409490502274344
TREAT,SLE,0,-0.14661666518073,0.18008834145713
